Ledger,Date,Account,Bank,Version,Original Amount,Country,Exchange Rate,Base Amount
L01,42583,Sales,HSBC,Actual,13263,MYR,1.97,209024.88
L01,42371,Rental Income,CitiBank,Actual,30490,JPY,0.07,10671.5
L01,42680,Payroll,HSBC,Actual,19374,SGD,5.74,-111206.76
L01,42377,Management Fee,HSBC,Actual,25737,HKD,1,-25737
L01,42411,Payroll,BOC,Actual,25737,PHP,0.17,-4375.29
L01,42477,Payroll,CitiBank,Actual,25679,LKR,0.06,-1540.74
L01,42371,Payroll,BOC,Actual,17494,TWD,0.25,-4373.5
L01,42450,Sales,BOC,Actual,48065,INR,0.12,46142.4
L01,42574,Administrative Expenses,HSBC,Actual,13426,PHP,0.17,-2282.42
L01,42516,Rental Income,CitiBank,Actual,12580,TWD,0.25,15725
L01,42399,Management Fee,CitiBank,Actual,12270,PHP,0.17,-2085.9
L01,42567,Payroll,HSBC,Actual,15743,TWD,0.25,-3935.75
L01,42578,Purchases,HSBC,Actual,15252,MYR,1.97,-30046.44
L01,42461,Administrative Expenses,CitiBank,Actual,16015,INR,0.12,-1921.8
L01,42728,Management Fee,HSBC,Actual,41052,SGD,5.74,-235638.48
L01,42647,Administrative Expenses,CitiBank,Actual,11475,SGD,5.74,-65866.5
L01,42548,Management Fee,CitiBank,Actual,8017,LKR,0.06,-481.02
L01,42427,Rental Income,BOC,Actual,6774,THB,0.23,7790.1
L01,42529,Administrative Expenses,BOC,Actual,1666,INR,0.12,-199.92
L01,42542,Payroll,BOC,Actual,9393,MYR,1.97,-18504.21
L01,42474,Management Fee,HSBC,Actual,30365,HKD,1,-30365
L01,42516,Administrative Expenses,CitiBank,Actual,45833,JPY,0.07,-3208.31
L01,42547,Payroll,CitiBank,Actual,35964,JPY,0.07,-2517.48
L01,42732,Finance Cost,CitiBank,Actual,23762,TWD,0.25,-5940.5
L01,42412,Rental Income,CitiBank,Actual,11086,SGD,5.74,318168.2
L01,42514,Purchases,CitiBank,Actual,12105,INR,0.12,-1452.6
L01,42629,Management Fee,CitiBank,Actual,15538,PHP,0.17,-2641.46
L01,42397,Sales,BOC,Actual,35957,CNY,1.19,342310.64
L01,42463,Rental Income,BOC,Actual,3224,HKD,1,16120
L01,42532,Sales,BOC,Actual,38669,SGD,5.74,1775680.48
L01,42400,Sales,BOC,Actual,27791,MYR,1.97,437986.16
L01,42688,Finance Cost,CitiBank,Actual,16637,SGD,5.74,-95496.38
L01,42480,Management Fee,BOC,Actual,12905,LKR,0.06,-774.3
L01,42585,Rental Income,HSBC,Actual,20213,JPY,0.07,7074.55
L01,42372,Management Fee,CitiBank,Actual,43742,HKD,1,-43742
L01,42474,Sales,CitiBank,Actual,25322,PHP,0.17,34437.92
L01,42584,Rental Income,CitiBank,Actual,17417,INR,0.12,10450.2
L01,42440,Payroll,CitiBank,Actual,6473,PHP,0.17,-1100.41
L01,42441,Sales,HSBC,Actual,44467,JPY,0.07,24901.52
L01,42709,Management Fee,CitiBank,Actual,11368,SGD,5.74,-65252.32
L01,42615,Sales,CitiBank,Actual,39054,SGD,5.74,1793359.68
L01,42621,Management Fee,BOC,Actual,6403,HKD,1,-6403
L01,42642,Management Fee,BOC,Actual,13852,SGD,5.74,-79510.48
L01,42668,Administrative Expenses,CitiBank,Actual,19311,SGD,5.74,-110845.14
L01,42455,Purchases,HSBC,Actual,2877,CNY,1.19,-3423.63
L01,42494,Management Fee,HSBC,Actual,4679,LKR,0.06,-280.74
L01,42718,Finance Cost,HSBC,Actual,22825,CNY,1.19,-27161.75
L01,42665,Administrative Expenses,HSBC,Actual,10225,SGD,5.74,-58691.5
L01,42467,Payroll,CitiBank,Actual,28943,TWD,0.25,-7235.75
L01,42397,Purchases,HSBC,Actual,3585,PHP,0.17,-609.45
L01,42395,Management Fee,CitiBank,Actual,38496,MYR,1.97,-75837.12
L01,42543,Sales,BOC,Actual,5691,PHP,0.17,7739.76
L01,42506,Sales,BOC,Actual,38927,LKR,0.06,18684.96
L01,42582,Purchases,CitiBank,Actual,12628,CNY,1.19,-15027.32
L01,42380,Sales,CitiBank,Actual,22837,SGD,5.74,1048675.04
L01,42666,Purchases,BOC,Actual,8391,CNY,1.19,-9985.29
L01,42507,Payroll,CitiBank,Actual,46749,HKD,1,-46749
L01,42426,Management Fee,HSBC,Actual,26081,CNY,1.19,-31036.39
L01,42544,Management Fee,CitiBank,Actual,19239,INR,0.12,-2308.68
L01,42470,Sales,HSBC,Actual,41021,TWD,0.25,82042
L01,42551,Purchases,CitiBank,Actual,44404,CNY,1.19,-52840.76
L01,42579,Finance Cost,HSBC,Actual,42836,JPY,0.07,-2998.52
L01,42541,Rental Income,HSBC,Actual,12056,HKD,1,60280
L01,42570,Rental Income,BOC,Actual,12952,THB,0.23,14894.8
L01,42450,Sales,CitiBank,Actual,3916,CNY,1.19,37280.32
L01,42408,Finance Cost,HSBC,Actual,43992,THB,0.23,-10118.16
L01,42642,Purchases,CitiBank,Actual,33618,JPY,0.07,-2353.26
L01,42405,Payroll,BOC,Actual,10128,CNY,1.19,-12052.32
L01,42708,Administrative Expenses,BOC,Actual,29556,CNY,1.19,-35171.64
L01,42706,Purchases,HSBC,Actual,23286,PHP,0.17,-3958.62
L01,42615,Administrative Expenses,BOC,Actual,8617,PHP,0.17,-1464.89
L01,42628,Administrative Expenses,CitiBank,Actual,44122,CNY,1.19,-52505.18
L01,42671,Rental Income,BOC,Actual,44606,SGD,5.74,1280192.2
L01,42463,Finance Cost,HSBC,Actual,19922,JPY,0.07,-1394.54
L01,42732,Administrative Expenses,BOC,Actual,38884,THB,0.23,-8943.32
L01,42632,Management Fee,BOC,Actual,35998,THB,0.23,-8279.54
L01,42592,Administrative Expenses,HSBC,Actual,45128,JPY,0.07,-3158.96
L01,42569,Rental Income,BOC,Actual,6928,HKD,1,34640
L01,42686,Payroll,CitiBank,Actual,46482,TWD,0.25,-11620.5
L01,42519,Rental Income,HSBC,Actual,38805,MYR,1.97,382229.25
L01,42712,Rental Income,CitiBank,Actual,19870,TWD,0.25,24837.5
L01,42371,Payroll,BOC,Actual,43636,CNY,1.19,-51926.84
L01,42444,Finance Cost,BOC,Actual,1009,HKD,1,-1009
L01,42380,Sales,HSBC,Actual,27267,SGD,5.74,1252100.64
L01,42538,Sales,HSBC,Actual,26604,INR,0.12,25539.84
L01,42475,Payroll,BOC,Actual,40023,CNY,1.19,-47627.37
L01,42585,Administrative Expenses,BOC,Actual,4326,THB,0.23,-994.98
L01,42658,Rental Income,HSBC,Actual,16302,JPY,0.07,5705.7
L01,42605,Purchases,BOC,Actual,32766,TWD,0.25,-8191.5
L01,42604,Purchases,CitiBank,Actual,34935,THB,0.23,-8035.05
L01,42397,Sales,BOC,Actual,15719,HKD,1,125752
L01,42720,Management Fee,HSBC,Actual,32092,LKR,0.06,-1925.52
L01,42439,Administrative Expenses,CitiBank,Actual,26279,HKD,1,-26279
L01,42599,Finance Cost,CitiBank,Actual,2780,TWD,0.25,-695
L01,42521,Sales,BOC,Actual,43008,CNY,1.19,409436.16
L01,42723,Management Fee,CitiBank,Actual,29301,HKD,1,-29301
L01,42391,Sales,CitiBank,Actual,31235,TWD,0.25,62470
L01,42635,Finance Cost,BOC,Actual,8612,HKD,1,-8612
L01,42441,Rental Income,BOC,Actual,9065,CNY,1.19,53936.75
L01,42532,Rental Income,HSBC,Actual,14885,SGD,5.74,427199.5
L01,42529,Management Fee,HSBC,Actual,28982,INR,0.12,-3477.84
L01,42386,Administrative Expenses,BOC,Actual,46848,CNY,1.19,-55749.12
L01,42734,Purchases,BOC,Actual,34166,SGD,5.74,-196112.84
L01,42651,Management Fee,CitiBank,Actual,29554,HKD,1,-29554
L01,42513,Sales,BOC,Actual,33578,LKR,0.06,16117.44
L01,42532,Sales,HSBC,Actual,43746,TWD,0.25,87492
L01,42660,Administrative Expenses,CitiBank,Actual,11622,INR,0.12,-1394.64
L01,42420,Finance Cost,HSBC,Actual,7046,CNY,1.19,-8384.74
L01,42570,Rental Income,HSBC,Actual,33711,PHP,0.17,28654.35
L01,42658,Administrative Expenses,BOC,Actual,36430,MYR,1.97,-71767.1
L01,42557,Payroll,HSBC,Actual,36808,CNY,1.19,-43801.52
L01,42640,Management Fee,CitiBank,Actual,16015,MYR,1.97,-31549.55
L01,42369,Sales,HSBC,Actual,13426,JPY,0.07,7518.56
L01,42435,Payroll,CitiBank,Actual,4784,CNY,1.19,-5692.96
L01,42472,Management Fee,HSBC,Actual,40200,CNY,1.19,-47838
L01,42503,Purchases,BOC,Actual,34736,HKD,1,-34736
L01,42566,Administrative Expenses,BOC,Actual,9111,CNY,1.19,-10842.09
L01,42514,Finance Cost,HSBC,Actual,40368,SGD,5.74,-231712.32
L01,42471,Payroll,BOC,Actual,10414,HKD,1,-10414
L01,42579,Purchases,BOC,Actual,17097,TWD,0.25,-4274.25
L01,42491,Management Fee,HSBC,Actual,31734,PHP,0.17,-5394.78
L01,42568,Payroll,BOC,Actual,4314,TWD,0.25,-1078.5
L01,42448,Finance Cost,BOC,Actual,13967,PHP,0.17,-2374.39
L01,42587,Finance Cost,HSBC,Actual,39895,INR,0.12,-4787.4
L01,42700,Purchases,HSBC,Actual,17903,HKD,1,-17903
L01,42497,Finance Cost,HSBC,Actual,9314,MYR,1.97,-18348.58
L01,42639,Purchases,HSBC,Actual,22496,JPY,0.07,-1574.72
L01,42534,Management Fee,BOC,Actual,22391,CNY,1.19,-26645.29
L01,42587,Management Fee,HSBC,Actual,2123,TWD,0.25,-530.75
L01,42604,Sales,HSBC,Actual,40137,HKD,1,321096
L01,42594,Payroll,HSBC,Actual,14341,PHP,0.17,-2437.97
L01,42415,Rental Income,CitiBank,Actual,20723,THB,0.23,23831.45
L01,42668,Purchases,CitiBank,Actual,44208,HKD,1,-44208
L01,42586,Rental Income,BOC,Actual,4007,PHP,0.17,3405.95
L01,42379,Rental Income,BOC,Actual,8128,THB,0.23,9347.2
L01,42517,Management Fee,CitiBank,Actual,13523,TWD,0.25,-3380.75
L01,42483,Finance Cost,HSBC,Actual,15802,JPY,0.07,-1106.14
L01,42683,Management Fee,HSBC,Actual,26860,JPY,0.07,-1880.2
L01,42372,Payroll,HSBC,Actual,14837,JPY,0.07,-1038.59
L01,42622,Rental Income,BOC,Actual,46863,THB,0.23,53892.45
L01,42594,Rental Income,HSBC,Actual,32930,CNY,1.19,195933.5
L01,42466,Sales,CitiBank,Actual,27172,LKR,0.06,13042.56
L01,42551,Management Fee,BOC,Actual,23502,PHP,0.17,-3995.34
L01,42707,Sales,BOC,Actual,20490,HKD,1,163920
L01,42594,Purchases,HSBC,Actual,39559,LKR,0.06,-2373.54
L01,42650,Management Fee,BOC,Actual,40281,HKD,1,-40281
L01,42529,Finance Cost,HSBC,Actual,6441,HKD,1,-6441
L01,42623,Finance Cost,CitiBank,Actual,40368,TWD,0.25,-10092
L01,42487,Rental Income,HSBC,Actual,41052,TWD,0.25,51315
L01,42732,Finance Cost,BOC,Actual,14342,TWD,0.25,-3585.5
L01,42379,Finance Cost,BOC,Actual,33135,PHP,0.17,-5632.95
L01,42555,Management Fee,CitiBank,Actual,26483,JPY,0.07,-1853.81
L01,42664,Management Fee,BOC,Actual,12105,CNY,1.19,-14404.95
L01,42475,Administrative Expenses,CitiBank,Actual,18164,THB,0.23,-4177.72
L01,42531,Payroll,CitiBank,Actual,19202,CNY,1.19,-22850.38
L01,42371,Finance Cost,BOC,Actual,47647,THB,0.23,-10958.81
L01,42580,Rental Income,BOC,Actual,45936,PHP,0.17,39045.6
L01,42733,Administrative Expenses,HSBC,Actual,21838,HKD,1,-21838
L01,42596,Purchases,HSBC,Actual,35945,MYR,1.97,-70811.65
L01,42692,Sales,HSBC,Actual,43957,SGD,5.74,2018505.44
L01,42708,Payroll,HSBC,Actual,12532,JPY,0.07,-877.24
L01,42485,Finance Cost,CitiBank,Actual,4235,TWD,0.25,-1058.75
L01,42642,Administrative Expenses,CitiBank,Actual,6692,MYR,1.97,-13183.24
L01,42662,Finance Cost,HSBC,Actual,36511,SGD,5.74,-209573.14
L01,42661,Payroll,HSBC,Actual,4735,SGD,5.74,-27178.9
L01,42473,Finance Cost,CitiBank,Actual,19537,THB,0.23,-4493.51
L01,42572,Sales,HSBC,Actual,14971,LKR,0.06,7186.08
L01,42708,Rental Income,BOC,Actual,29086,MYR,1.97,286497.1
L01,42668,Administrative Expenses,BOC,Actual,19414,JPY,0.07,-1358.98
L01,42524,Administrative Expenses,HSBC,Actual,12428,JPY,0.07,-869.96
L01,42728,Payroll,CitiBank,Actual,47432,THB,0.23,-10909.36
L01,42424,Finance Cost,HSBC,Actual,41313,MYR,1.97,-81386.61
L01,42384,Sales,HSBC,Actual,24799,CNY,1.19,236086.48
L01,42688,Finance Cost,CitiBank,Actual,16906,SGD,5.74,-97040.44
L01,42473,Sales,BOC,Actual,37579,CNY,1.19,357752.08
L01,42476,Payroll,HSBC,Actual,19896,PHP,0.17,-3382.32
L01,42426,Administrative Expenses,BOC,Actual,10395,INR,0.12,-1247.4
L01,42692,Rental Income,HSBC,Actual,26471,TWD,0.25,33088.75
L01,42682,Administrative Expenses,CitiBank,Actual,8745,TWD,0.25,-2186.25
L01,42506,Payroll,CitiBank,Actual,41621,JPY,0.07,-2913.47
L01,42506,Purchases,HSBC,Actual,1081,HKD,1,-1081
L01,42694,Rental Income,BOC,Actual,12870,MYR,1.97,126769.5
L01,42691,Finance Cost,HSBC,Actual,35921,SGD,5.74,-206186.54
L01,42491,Management Fee,BOC,Actual,5691,TWD,0.25,-1422.75
L01,42693,Rental Income,HSBC,Actual,32989,LKR,0.06,9896.7
L01,42534,Payroll,CitiBank,Actual,44426,INR,0.12,-5331.12
L01,42639,Finance Cost,CitiBank,Actual,16602,PHP,0.17,-2822.34
L01,42503,Administrative Expenses,CitiBank,Actual,35624,HKD,1,-35624
L01,42634,Payroll,BOC,Actual,12803,INR,0.12,-1536.36
L01,42622,Purchases,CitiBank,Actual,17706,MYR,1.97,-34880.82
L01,42732,Sales,BOC,Actual,40516,TWD,0.25,81032
L01,42666,Purchases,CitiBank,Actual,1142,TWD,0.25,-285.5
L01,42413,Payroll,CitiBank,Actual,25501,THB,0.23,-5865.23
L01,42415,Purchases,CitiBank,Actual,21687,THB,0.23,-4988.01
L01,42424,Rental Income,HSBC,Actual,9347,CNY,1.19,55614.65
L01,42671,Management Fee,BOC,Actual,34319,PHP,0.17,-5834.23
L01,42634,Administrative Expenses,BOC,Actual,25960,TWD,0.25,-6490
L01,42632,Management Fee,BOC,Actual,46694,PHP,0.17,-7937.98
L01,42695,Sales,BOC,Actual,19589,INR,0.12,18805.44
L01,42394,Sales,HSBC,Actual,43411,THB,0.23,79876.24
L01,42512,Rental Income,HSBC,Actual,8598,CNY,1.19,51158.1
L01,42450,Purchases,CitiBank,Actual,37002,INR,0.12,-4440.24
L01,42622,Management Fee,HSBC,Actual,8569,CNY,1.19,-10197.11
L01,42589,Payroll,BOC,Actual,38403,JPY,0.07,-2688.21
L01,42428,Sales,CitiBank,Actual,16661,THB,0.23,30656.24
L01,42443,Sales,CitiBank,Actual,10091,SGD,5.74,463378.72
L01,42574,Payroll,CitiBank,Actual,33087,MYR,1.97,-65181.39
L01,42587,Finance Cost,CitiBank,Actual,16878,TWD,0.25,-4219.5
L01,42475,Payroll,CitiBank,Actual,39039,SGD,5.74,-224083.86
L01,42685,Finance Cost,CitiBank,Actual,34319,INR,0.12,-4118.28
L01,42627,Administrative Expenses,BOC,Actual,37002,JPY,0.07,-2590.14
L01,42428,Sales,BOC,Actual,27106,HKD,1,216848
L01,42719,Administrative Expenses,BOC,Actual,49437,JPY,0.07,-3460.59
L01,42506,Sales,HSBC,Actual,16276,SGD,5.74,747393.92
L01,42528,Administrative Expenses,BOC,Actual,34581,LKR,0.06,-2074.86
L01,42446,Sales,BOC,Actual,31805,JPY,0.07,17810.8
L01,42645,Finance Cost,BOC,Actual,7369,MYR,1.97,-14516.93
L01,42731,Sales,BOC,Actual,37608,SGD,5.74,1726959.36
L01,42558,Payroll,CitiBank,Actual,14021,CNY,1.19,-16684.99
L01,42491,Finance Cost,CitiBank,Actual,45897,HKD,1,-45897
L01,42558,Payroll,BOC,Actual,40778,PHP,0.17,-6932.26
L01,42679,Payroll,BOC,Actual,4588,LKR,0.06,-275.28
L01,42545,Purchases,CitiBank,Actual,7953,INR,0.12,-954.36
L01,42507,Purchases,HSBC,Actual,8975,INR,0.12,-1077
L01,42632,Sales,CitiBank,Actual,21781,HKD,1,174248
L01,42726,Sales,CitiBank,Actual,6088,SGD,5.74,279560.96
L01,42652,Rental Income,CitiBank,Actual,30164,PHP,0.17,25639.4
L01,42732,Finance Cost,BOC,Actual,23614,MYR,1.97,-46519.58
L01,42377,Finance Cost,BOC,Actual,45975,TWD,0.25,-11493.75
L01,42651,Rental Income,BOC,Actual,44975,INR,0.12,26985
L01,42394,Payroll,HSBC,Actual,20129,THB,0.23,-4629.67
L01,42398,Payroll,CitiBank,Actual,47694,PHP,0.17,-8107.98
L01,42529,Purchases,CitiBank,Actual,18759,PHP,0.17,-3189.03
L01,42598,Sales,CitiBank,Actual,2076,JPY,0.07,1162.56
L01,42685,Purchases,HSBC,Actual,36020,HKD,1,-36020
L01,42679,Finance Cost,HSBC,Actual,23435,MYR,1.97,-46166.95
L01,42433,Payroll,CitiBank,Actual,17984,LKR,0.06,-1079.04
L01,42479,Purchases,CitiBank,Actual,33730,INR,0.12,-4047.6
L01,42515,Payroll,CitiBank,Actual,15165,INR,0.12,-1819.8
L01,42589,Management Fee,HSBC,Actual,42728,HKD,1,-42728
L01,42693,Management Fee,CitiBank,Actual,21838,INR,0.12,-2620.56
L01,42521,Purchases,CitiBank,Actual,6770,JPY,0.07,-473.9
L01,42578,Sales,BOC,Actual,30164,TWD,0.25,60328
L01,42693,Rental Income,BOC,Actual,20550,SGD,5.74,589785
L01,42463,Rental Income,HSBC,Actual,13795,INR,0.12,8277
L01,42426,Finance Cost,HSBC,Actual,39337,JPY,0.07,-2753.59
L01,42379,Sales,BOC,Actual,27565,THB,0.23,50719.6
L01,42428,Management Fee,BOC,Actual,10716,JPY,0.07,-750.12
L01,42451,Rental Income,CitiBank,Actual,31794,CNY,1.19,189174.3
L01,42431,Management Fee,HSBC,Actual,8232,HKD,1,-8232
L01,42382,Management Fee,CitiBank,Actual,12889,MYR,1.97,-25391.33
L01,42408,Sales,HSBC,Actual,8237,SGD,5.74,378243.04
L01,42619,Administrative Expenses,BOC,Actual,8612,JPY,0.07,-602.84
L01,42621,Purchases,CitiBank,Actual,19197,JPY,0.07,-1343.79
L01,42572,Rental Income,HSBC,Actual,35134,CNY,1.19,209047.3
L01,42647,Management Fee,HSBC,Actual,24372,MYR,1.97,-48012.84
L01,42664,Rental Income,HSBC,Actual,15471,THB,0.23,17791.65
L01,42406,Administrative Expenses,BOC,Actual,44122,JPY,0.07,-3088.54
L01,42659,Purchases,CitiBank,Actual,20819,PHP,0.17,-3539.23
L01,42579,Finance Cost,BOC,Actual,29051,JPY,0.07,-2033.57
L01,42679,Payroll,HSBC,Actual,15183,THB,0.23,-3492.09
L01,42485,Payroll,CitiBank,Actual,43987,CNY,1.19,-52344.53
L01,42532,Finance Cost,BOC,Actual,40818,SGD,5.74,-234295.32
L01,42444,Administrative Expenses,HSBC,Actual,26984,INR,0.12,-3238.08
L01,42698,Management Fee,BOC,Actual,34130,INR,0.12,-4095.6
L01,42613,Finance Cost,HSBC,Actual,29461,LKR,0.06,-1767.66
L01,42492,Finance Cost,CitiBank,Actual,43171,TWD,0.25,-10792.75
L01,42692,Purchases,CitiBank,Actual,6423,TWD,0.25,-1605.75
L01,42556,Management Fee,BOC,Actual,41943,TWD,0.25,-10485.75
L01,42445,Sales,CitiBank,Actual,23720,THB,0.23,43644.8
L01,42372,Finance Cost,CitiBank,Actual,35776,TWD,0.25,-8944
L01,42718,Sales,CitiBank,Actual,6774,PHP,0.17,9212.64
L01,42507,Management Fee,HSBC,Actual,12610,INR,0.12,-1513.2
L01,42470,Rental Income,BOC,Actual,46740,PHP,0.17,39729
L01,42379,Rental Income,HSBC,Actual,1859,INR,0.12,1115.4
L01,42454,Finance Cost,HSBC,Actual,43496,HKD,1,-43496
L01,42381,Management Fee,BOC,Actual,9747,SGD,5.74,-55947.78
L01,42503,Payroll,BOC,Actual,27791,HKD,1,-27791
L01,42394,Sales,HSBC,Actual,2059,THB,0.23,3788.56
L01,42557,Management Fee,BOC,Actual,38788,THB,0.23,-8921.24
L01,42572,Management Fee,BOC,Actual,27932,JPY,0.07,-1955.24
L01,42605,Administrative Expenses,HSBC,Actual,7798,JPY,0.07,-545.86
L01,42600,Rental Income,HSBC,Actual,34463,LKR,0.06,10338.9
L01,42434,Management Fee,CitiBank,Actual,46618,THB,0.23,-10722.14
L01,42683,Purchases,BOC,Actual,47452,TWD,0.25,-11863
L01,42379,Rental Income,CitiBank,Actual,49709,LKR,0.06,14912.7
L01,42543,Purchases,HSBC,Actual,40638,HKD,1,-40638
L01,42734,Sales,HSBC,Actual,38160,LKR,0.06,18316.8
L01,42504,Payroll,CitiBank,Actual,41751,LKR,0.06,-2505.06
L01,42535,Sales,HSBC,Actual,32885,INR,0.12,31569.6
L01,42733,Sales,CitiBank,Actual,5263,SGD,5.74,241676.96
L01,42603,Sales,CitiBank,Actual,43820,JPY,0.07,24539.2
L01,42615,Administrative Expenses,BOC,Actual,3296,MYR,1.97,-6493.12
L01,42566,Rental Income,BOC,Actual,26765,INR,0.12,16059
L01,42455,Finance Cost,HSBC,Actual,26011,JPY,0.07,-1820.77
L01,42559,Finance Cost,CitiBank,Actual,41017,MYR,1.97,-80803.49
L01,42497,Payroll,BOC,Actual,35626,CNY,1.19,-42394.94
L01,42491,Sales,CitiBank,Actual,47694,HKD,1,381552
L01,42486,Rental Income,HSBC,Actual,35696,MYR,1.97,351605.6
L01,42397,Management Fee,HSBC,Actual,1174,MYR,1.97,-2312.78
L01,42464,Rental Income,HSBC,Actual,37690,LKR,0.06,11307
L01,42706,Purchases,BOC,Actual,1681,TWD,0.25,-420.25
L01,42406,Administrative Expenses,CitiBank,Actual,38613,JPY,0.07,-2702.91
L01,42538,Rental Income,CitiBank,Actual,6186,JPY,0.07,2165.1
L01,42589,Sales,CitiBank,Actual,30784,INR,0.12,29552.64
L01,42488,Administrative Expenses,CitiBank,Actual,30254,INR,0.12,-3630.48
L01,42726,Purchases,HSBC,Actual,12580,JPY,0.07,-880.6
L01,42695,Management Fee,BOC,Actual,22837,INR,0.12,-2740.44
L01,42628,Payroll,BOC,Actual,5332,THB,0.23,-1226.36
L01,42708,Finance Cost,BOC,Actual,46037,MYR,1.97,-90692.89
L01,42388,Administrative Expenses,BOC,Actual,47455,TWD,0.25,-11863.75
L01,42484,Rental Income,CitiBank,Actual,13892,SGD,5.74,398700.4
L01,42665,Payroll,CitiBank,Actual,12368,JPY,0.07,-865.76
L01,42685,Purchases,BOC,Actual,40484,LKR,0.06,-2429.04
L01,42474,Sales,BOC,Actual,1191,TWD,0.25,2382
L01,42604,Finance Cost,BOC,Actual,45280,PHP,0.17,-7697.6
L01,42664,Administrative Expenses,CitiBank,Actual,42626,THB,0.23,-9803.98
L01,42425,Administrative Expenses,CitiBank,Actual,12749,PHP,0.17,-2167.33
L01,42506,Finance Cost,HSBC,Actual,15757,INR,0.12,-1890.84
L01,42442,Administrative Expenses,CitiBank,Actual,42587,HKD,1,-42587
L01,42609,Purchases,HSBC,Actual,5122,CNY,1.19,-6095.18
L01,42475,Management Fee,CitiBank,Actual,34814,JPY,0.07,-2436.98
L01,42618,Management Fee,CitiBank,Actual,24703,THB,0.23,-5681.69
L01,42426,Rental Income,CitiBank,Actual,37341,CNY,1.19,222178.95
L01,42596,Purchases,CitiBank,Actual,41838,CNY,1.19,-49787.22
L01,42691,Sales,HSBC,Actual,33723,PHP,0.17,45863.28
L01,42504,Sales,BOC,Actual,43604,THB,0.23,80231.36
L01,42604,Rental Income,HSBC,Actual,28802,HKD,1,144010
L01,42544,Rental Income,CitiBank,Actual,23359,INR,0.12,14015.4
L01,42628,Administrative Expenses,BOC,Actual,31289,SGD,5.74,-179598.86
L01,42543,Payroll,CitiBank,Actual,49437,CNY,1.19,-58830.03
L01,42476,Management Fee,HSBC,Actual,46848,TWD,0.25,-11712
L01,42568,Rental Income,HSBC,Actual,21937,INR,0.12,13162.2
L01,42681,Finance Cost,BOC,Actual,34962,JPY,0.07,-2447.34
L01,42683,Administrative Expenses,HSBC,Actual,1184,MYR,1.97,-2332.48
L01,42719,Rental Income,HSBC,Actual,41696,CNY,1.19,248091.2
L01,42591,Sales,BOC,Actual,20961,TWD,0.25,41922
L01,42499,Payroll,CitiBank,Actual,24626,SGD,5.74,-141353.24
L01,42533,Finance Cost,HSBC,Actual,44903,TWD,0.25,-11225.75
L01,42551,Rental Income,CitiBank,Actual,41259,CNY,1.19,245491.05
L01,42400,Sales,HSBC,Actual,28999,SGD,5.74,1331634.08
L01,42582,Purchases,BOC,Actual,43992,THB,0.23,-10118.16
L01,42645,Sales,BOC,Actual,23696,HKD,1,189568
L01,42677,Sales,HSBC,Actual,38737,JPY,0.07,21692.72
L01,42568,Purchases,BOC,Actual,36840,INR,0.12,-4420.8
L01,42624,Administrative Expenses,BOC,Actual,12154,CNY,1.19,-14463.26
L01,42607,Finance Cost,BOC,Actual,5570,CNY,1.19,-6628.3
L01,42578,Rental Income,CitiBank,Actual,19323,THB,0.23,22221.45
L01,42381,Payroll,HSBC,Actual,47359,JPY,0.07,-3315.13
L01,42466,Rental Income,HSBC,Actual,45055,LKR,0.06,13516.5
L01,42405,Rental Income,CitiBank,Actual,21665,PHP,0.17,18415.25
L01,42585,Finance Cost,BOC,Actual,4735,JPY,0.07,-331.45
L01,42494,Sales,HSBC,Actual,28714,SGD,5.74,1318546.88
L01,42644,Finance Cost,HSBC,Actual,29993,PHP,0.17,-5098.81
L01,42480,Purchases,HSBC,Actual,43447,LKR,0.06,-2606.82
L01,42590,Management Fee,BOC,Actual,29739,INR,0.12,-3568.68
L01,42643,Sales,BOC,Actual,18898,JPY,0.07,10582.88
L01,42454,Sales,CitiBank,Actual,44615,TWD,0.25,89230
L01,42459,Rental Income,CitiBank,Actual,45494,LKR,0.06,13648.2
L01,42575,Administrative Expenses,BOC,Actual,43656,SGD,5.74,-250585.44
L01,42481,Payroll,HSBC,Actual,33793,LKR,0.06,-2027.58
L01,42370,Purchases,CitiBank,Actual,34522,LKR,0.06,-2071.32
L01,42720,Purchases,BOC,Actual,20490,SGD,5.74,-117612.6
L01,42555,Management Fee,HSBC,Actual,13924,TWD,0.25,-3481
L01,42500,Management Fee,CitiBank,Actual,48819,INR,0.12,-5858.28
L01,42614,Management Fee,CitiBank,Actual,49978,HKD,1,-49978
L01,42632,Finance Cost,BOC,Actual,35825,TWD,0.25,-8956.25
L01,42582,Rental Income,BOC,Actual,10432,THB,0.23,11996.8
L01,42603,Purchases,BOC,Actual,11987,SGD,5.74,-68805.38
L01,42624,Payroll,HSBC,Actual,49650,TWD,0.25,-12412.5
L01,42438,Administrative Expenses,CitiBank,Actual,24729,TWD,0.25,-6182.25
L01,42499,Purchases,BOC,Actual,8735,TWD,0.25,-2183.75
L01,42485,Sales,HSBC,Actual,31695,HKD,1,253560
L01,42661,Rental Income,BOC,Actual,42474,PHP,0.17,36102.9
L01,42563,Rental Income,BOC,Actual,14536,JPY,0.07,5087.6
L01,42370,Purchases,BOC,Actual,16956,PHP,0.17,-2882.52
L01,42615,Management Fee,CitiBank,Actual,14786,CNY,1.19,-17595.34
L01,42377,Finance Cost,HSBC,Actual,46694,SGD,5.74,-268023.56
L01,42493,Sales,BOC,Actual,45432,LKR,0.06,21807.36
