Product,Style,Unit_Price
P484,E,30.62
P484,F,31.54
P484,G,32.49
P484,H,33.46
P485,A,172.38
P485,B,177.55
P485,C,182.88
P485,D,188.37
P485,E,194.02
P485,F,199.84
P485,G,205.84
P485,H,212.02
P486,A,409.48
P486,B,421.76
P486,C,434.41
P486,D,447.44
P486,E,460.86
P486,F,474.69
P486,G,488.93
P486,H,503.6
P487,A,946.39
P487,B,974.78
P487,C,1004.02
P487,D,1034.14
P487,E,1065.16
P487,F,1097.11
P487,G,1130.02
P487,H,1163.92
P488,A,215.36
P488,B,221.82
P488,C,228.47
P488,D,235.32
P488,E,242.38
P488,F,249.65
P488,G,257.14
P488,H,264.85
P489,A,232.99
P489,B,239.98
P489,C,247.18
P489,D,254.6
P489,E,262.24
P489,F,270.11
P489,G,278.21
P489,H,286.56
P490,A,19.1
P490,B,19.67
P490,C,20.26
P490,D,20.87
P490,E,21.5
P490,F,22.15
P490,G,22.81
P490,H,23.49
P491,A,509.53
P491,B,524.82
P491,C,540.56
P491,D,556.78
P491,E,573.48
P491,F,590.68
P491,G,608.4
P491,H,626.65
P492,A,476.29
P492,B,490.58
P492,C,505.3
P492,D,520.46
P492,E,536.07
P492,F,552.15
P492,G,568.71
P492,H,585.77
P493,A,392.86
P493,B,404.65
P493,C,416.79
P493,D,429.29
P493,E,442.17
P493,F,455.44
P493,G,469.1
P493,H,483.17
P494,A,836.93
P494,B,862.04
P494,C,887.9
P494,D,914.54
P494,E,941.98
P494,F,970.24
P494,G,999.35
P494,H,1029.33
P495,A,35.47
P495,B,36.53
P495,C,37.63
P495,D,38.76
P495,E,39.92
P495,F,41.12
P495,G,42.35
P495,H,43.62
P496,A,108.18
P496,B,111.43
P496,C,114.77
P496,D,118.21
P496,E,121.76
P496,F,125.41
P496,G,129.17
P496,H,133.05
P497,A,416.71
P497,B,429.21
P497,C,442.09
P497,D,455.35
P497,E,469.01
P497,F,483.08
P497,G,497.57
P497,H,512.5
P498,A,739.73
P498,B,761.92
P498,C,784.78
P498,D,808.32
P498,E,832.57
P498,F,857.55
P498,G,883.28
P498,H,909.78
P499,A,597.78
P499,B,615.71
P499,C,634.18
P499,D,653.21
P499,E,672.81
P499,F,692.99
P499,G,713.78
P499,H,735.19
P500,A,473.95
P500,B,488.17
P500,C,502.82
P500,D,517.9
P500,E,533.44
P500,F,549.44
P500,G,565.92
P500,H,582.9
P501,A,978.92
P501,B,1008.29
P501,C,1038.54
P501,D,1069.7
P501,E,1101.79
P501,F,1134.84
P501,G,1168.89
P501,H,1203.96
P502,A,466.62
P502,B,480.62
P502,C,495.04
P502,D,509.89
P502,E,525.19
P502,F,540.95
P502,G,557.18
P502,H,573.9
P503,A,508.05
P503,B,523.29
P503,C,538.99
P503,D,555.16
P503,E,571.81
P503,F,588.96
P503,G,606.63
P503,H,624.83
P504,A,190.28
P504,B,195.99
P504,C,201.87
P504,D,207.93
P504,E,214.17
P504,F,220.6
P504,G,227.22
P504,H,234.04
P505,A,563.35
P505,B,580.25
P505,C,597.66
P505,D,615.59
P505,E,634.06
P505,F,653.08
P505,G,672.67
P505,H,692.85
P506,A,546.67
P506,B,563.07
P506,C,579.96
P506,D,597.36
P506,E,615.28
P506,F,633.74
P506,G,652.75
P506,H,672.33
P507,A,10.8
P507,B,11.12
P507,C,11.45
P507,D,11.79
P507,E,12.14
P507,F,12.5
P507,G,12.88
P507,H,13.27
P508,A,960.26
P508,B,989.07
P508,C,1018.74
P508,D,1049.3
P508,E,1080.78
P508,F,1113.2
P508,G,1146.6
P508,H,1181
P509,A,68.62
P509,B,70.68
P509,C,72.8
P509,D,74.98
P509,E,77.23
P509,F,79.55
P509,G,81.94
P509,H,84.4
P510,A,160.29
P510,B,165.1
P510,C,170.05
P510,D,175.15
P510,E,180.4
P510,F,185.81
P510,G,191.38
P510,H,197.12
P511,A,860.55
P511,B,886.37
P511,C,912.96
P511,D,940.35
P511,E,968.56
P511,F,997.62
P511,G,1027.55
P511,H,1058.38
P512,A,95.86
P512,B,98.74
P512,C,101.7
P512,D,104.75
P512,E,107.89
P512,F,111.13
P512,G,114.46
P512,H,117.89
P513,A,87.12
P513,B,89.73
P513,C,92.42
P513,D,95.19
P513,E,98.05
P513,F,100.99
P513,G,104.02
P513,H,107.14
P514,A,618.64
P514,B,637.2
P514,C,656.32
P514,D,676.01
P514,E,696.29
P514,F,717.18
P514,G,738.7
P514,H,760.86
P515,A,331.16
P515,B,341.09
P515,C,351.32
P515,D,361.86
P515,E,372.72
P515,F,383.9
P515,G,395.42
P515,H,407.28
P516,A,329.83
P516,B,339.72
P516,C,349.91
P516,D,360.41
P516,E,371.22
P516,F,382.36
P516,G,393.83
P516,H,405.64
P517,A,226.32
P517,B,233.11
P517,C,240.1
P517,D,247.3
P517,E,254.72
P517,F,262.36
P517,G,270.23
P517,H,278.34
P518,A,610.75
P518,B,629.07
P518,C,647.94
P518,D,667.38
P518,E,687.4
P518,F,708.02
P518,G,729.26
P518,H,751.14
P519,A,783.93
P519,B,807.45
P519,C,831.67
P519,D,856.62
P519,E,882.32
P519,F,908.79
P519,G,936.05
P519,H,964.13
P520,A,631.57
P520,B,650.52
P520,C,670.04
P520,D,690.14
P520,E,710.84
P520,F,732.17
P520,G,754.14
P520,H,776.76
P521,A,448.61
P521,B,462.07
P521,C,475.93
P521,D,490.21
P521,E,504.92
P521,F,520.07
P521,G,535.67
P521,H,551.74
P522,A,458.72
P522,B,472.48
P522,C,486.65
P522,D,501.25
P522,E,516.29
P522,F,531.78
P522,G,547.73
P522,H,564.16
P523,A,415.85
P523,B,428.33
P523,C,441.18
P523,D,454.42
P523,E,468.05
P523,F,482.09
P523,G,496.55
P523,H,511.45
P524,A,899.46
P524,B,926.44
P524,C,954.23
P524,D,982.86
P524,E,1012.35
P524,F,1042.72
P524,G,1074
P524,H,1106.22
P525,A,266.96
P525,B,274.97
P525,C,283.22
P525,D,291.72
P525,E,300.47
P525,F,309.48
P525,G,318.76
P525,H,328.32
P526,A,206.5
P526,B,212.7
P526,C,219.08
P526,D,225.65
P526,E,232.42
P526,F,239.39
P526,G,246.57
P526,H,253.97
P527,A,799.31
P527,B,823.29
P527,C,847.99
P527,D,873.43
P527,E,899.63
P527,F,926.62
P527,G,954.42
P527,H,983.05
P528,A,662.99
P528,B,682.88
P528,C,703.37
P528,D,724.47
P528,E,746.2
P528,F,768.59
P528,G,791.65
P528,H,815.4
P529,A,188.8
P529,B,194.46
P529,C,200.29
P529,D,206.3
P529,E,212.49
P529,F,218.86
P529,G,225.43
P529,H,232.19
P530,A,948.91
P530,B,977.38
P530,C,1006.7
P530,D,1036.9
P530,E,1068.01
P530,F,1100.05
P530,G,1133.05
P530,H,1167.04
P531,A,985.16
P531,B,1014.71
P531,C,1045.15
P531,D,1076.5
P531,E,1108.8
P531,F,1142.06
P531,G,1176.32
P531,H,1211.61
P532,A,109.27
P532,B,112.55
P532,C,115.93
P532,D,119.41
P532,E,122.99
P532,F,126.68
P532,G,130.48
P532,H,134.39
P533,A,98.55
P533,B,101.51
P533,C,104.56
P533,D,107.7
P533,E,110.93
P533,F,114.26
P533,G,117.69
P533,H,121.22
P534,A,827.32
P534,B,852.14
P534,C,877.7
P534,D,904.03
P534,E,931.15
P534,F,959.08
P534,G,987.85
P534,H,1017.49
P535,A,963
P535,B,991.89
P535,C,1021.65
P535,D,1052.3
P535,E,1083.87
P535,F,1116.39
P535,G,1149.88
P535,H,1184.38
P536,A,252.62
P536,B,260.2
P536,C,268.01
P536,D,276.05
P536,E,284.33
P536,F,292.86
P536,G,301.65
P536,H,310.7
P537,A,316.06
P537,B,325.54
P537,C,335.31
P537,D,345.37
P537,E,355.73
P537,F,366.4
P537,G,377.39
P537,H,388.71
P538,A,81.62
P538,B,84.07
P538,C,86.59
P538,D,89.19
P538,E,91.87
P538,F,94.63
P538,G,97.47
P538,H,100.39
P539,A,955.19
P539,B,983.85
P539,C,1013.37
P539,D,1043.77
P539,E,1075.08
P539,F,1107.33
P539,G,1140.55
P539,H,1174.77
P540,A,57.38
P540,B,59.1
P540,C,60.87
P540,D,62.7
P540,E,64.58
P540,F,66.52
P540,G,68.52
P540,H,70.58
P541,A,369.2
P541,B,380.28
P541,C,391.69
P541,D,403.44
P541,E,415.54
P541,F,428.01
P541,G,440.85
P541,H,454.08
P542,A,148.48
P542,B,152.93
P542,C,157.52
P542,D,162.25
P542,E,167.12
P542,F,172.13
P542,G,177.29
P542,H,182.61
P543,A,915.53
P543,B,943
P543,C,971.29
P543,D,1000.43
P543,E,1030.44
P543,F,1061.35
P543,G,1093.19
P543,H,1125.99
P544,A,785.83
P544,B,809.4
P544,C,833.68
P544,D,858.69
P544,E,884.45
P544,F,910.98
P544,G,938.31
P544,H,966.46
P545,A,238.76
P545,B,245.92
P545,C,253.3
P545,D,260.9
P545,E,268.73
P545,F,276.79
P545,G,285.09
P545,H,293.64
P546,A,675.6
P546,B,695.87
P546,C,716.75
P546,D,738.25
P546,E,760.4
P546,F,783.21
P546,G,806.71
P546,H,830.91
P547,A,807.36
P547,B,831.58
P547,C,856.53
P547,D,882.23
P547,E,908.7
P547,F,935.96
P547,G,964.04
P547,H,992.96
P548,A,553.47
P548,B,570.07
P548,C,587.17
P548,D,604.79
P548,E,622.93
P548,F,641.62
P548,G,660.87
P548,H,680.7
P549,A,363.16
P549,B,374.05
P549,C,385.27
P549,D,396.83
P549,E,408.73
P549,F,420.99
P549,G,433.62
P549,H,446.63
P550,A,563.73
P550,B,580.64
P550,C,598.06
P550,D,616
P550,E,634.48
P550,F,653.51
P550,G,673.12
P550,H,693.31
P551,A,216.47
P551,B,222.96
P551,C,229.65
P551,D,236.54
P551,E,243.64
P551,F,250.95
P551,G,258.48
P551,H,266.23
P552,A,560.2
P552,B,577.01
P552,C,594.32
P552,D,612.15
P552,E,630.51
P552,F,649.43
P552,G,668.91
P552,H,688.98
P553,A,706.11
P553,B,727.29
P553,C,749.11
P553,D,771.58
P553,E,794.73
P553,F,818.57
P553,G,843.13
P553,H,868.42
P554,A,629.07
P554,B,647.94
P554,C,667.38
P554,D,687.4
P554,E,708.02
P554,F,729.26
P554,G,751.14
P554,H,773.67
P555,A,38.59
P555,B,39.75
P555,C,40.94
P555,D,42.17
P555,E,43.44
P555,F,44.74
P555,G,46.08
P555,H,47.46
P556,A,952.19
P556,B,980.76
P556,C,1010.18
P556,D,1040.49
P556,E,1071.7
P556,F,1103.85
P556,G,1136.97
P556,H,1171.08
P557,A,98.11
P557,B,101.05
P557,C,104.08
P557,D,107.2
P557,E,110.42
P557,F,113.73
P557,G,117.14
P557,H,120.65
P558,A,764.57
P558,B,787.51
P558,C,811.14
P558,D,835.47
P558,E,860.53
P558,F,886.35
P558,G,912.94
P558,H,940.33
P559,A,623.63
P559,B,642.34
P559,C,661.61
P559,D,681.46
P559,E,701.9
P559,F,722.96
P559,G,744.65
P559,H,766.99
P560,A,932.61
P560,B,960.59
P560,C,989.41
P560,D,1019.09
P560,E,1049.66
P560,F,1081.15
P560,G,1113.58
P560,H,1146.99
P561,A,927.85
P561,B,955.69
P561,C,984.36
P561,D,1013.89
P561,E,1044.31
P561,F,1075.64
P561,G,1107.91
P561,H,1141.15
P562,A,316.14
P562,B,325.62
P562,C,335.39
P562,D,345.45
P562,E,355.81
P562,F,366.48
P562,G,377.47
P562,H,388.79
P563,A,598.11
P563,B,616.05
P563,C,634.53
P563,D,653.57
P563,E,673.18
P563,F,693.38
P563,G,714.18
P563,H,735.61
P564,A,923.69
P564,B,951.4
P564,C,979.94
P564,D,1009.34
P564,E,1039.62
P564,F,1070.81
P564,G,1102.93
P564,H,1136.02
P565,A,35.96
P565,B,37.04
P565,C,38.15
P565,D,39.29
P565,E,40.47
P565,F,41.68
P565,G,42.93
P565,H,44.22
P566,A,292.81
P566,B,301.59
P566,C,310.64
P566,D,319.96
P566,E,329.56
P566,F,339.45
P566,G,349.63
P566,H,360.12
P567,A,319.79
P567,B,329.38
P567,C,339.26
P567,D,349.44
P567,E,359.92
P567,F,370.72
P567,G,381.84
P567,H,393.3
P568,A,300.46
P568,B,309.47
P568,C,318.75
P568,D,328.31
P568,E,338.16
P568,F,348.3
P568,G,358.75
P568,H,369.51
P569,A,951.21
P569,B,979.75
P569,C,1009.14
P569,D,1039.41
P569,E,1070.59
P569,F,1102.71
P569,G,1135.79
P569,H,1169.86
P570,A,924.51
P570,B,952.25
P570,C,980.82
P570,D,1010.24
P570,E,1040.55
P570,F,1071.77
P570,G,1103.92
P570,H,1137.04
P571,A,175.99
P571,B,181.27
P571,C,186.71
P571,D,192.31
P571,E,198.08
P571,F,204.02
P571,G,210.14
P571,H,216.44
P572,A,929.18
P572,B,957.06
P572,C,985.77
P572,D,1015.34
P572,E,1045.8
P572,F,1077.17
P572,G,1109.49
P572,H,1142.77
P573,A,547.18
P573,B,563.6
P573,C,580.51
P573,D,597.93
P573,E,615.87
P573,F,634.35
P573,G,653.38
P573,H,672.98
P574,A,583.75
P574,B,601.26
P574,C,619.3
P574,D,637.88
P574,E,657.02
P574,F,676.73
P574,G,697.03
P574,H,717.94
P575,A,614.35
P575,B,632.78
P575,C,651.76
P575,D,671.31
P575,E,691.45
P575,F,712.19
P575,G,733.56
P575,H,755.57
P576,A,82.86
P576,B,85.35
P576,C,87.91
P576,D,90.55
P576,E,93.27
P576,F,96.07
P576,G,98.95
P576,H,101.92
P577,A,633.67
P577,B,652.68
P577,C,672.26
P577,D,692.43
P577,E,713.2
P577,F,734.6
P577,G,756.64
P577,H,779.34
P578,A,279.36
P578,B,287.74
P578,C,296.37
P578,D,305.26
P578,E,314.42
P578,F,323.85
P578,G,333.57
P578,H,343.58
P579,A,868.06
P579,B,894.1
P579,C,920.92
P579,D,948.55
P579,E,977.01
P579,F,1006.32
P579,G,1036.51
P579,H,1067.61
P580,A,147.63
P580,B,152.06
P580,C,156.62
P580,D,161.32
P580,E,166.16
P580,F,171.14
P580,G,176.27
P580,H,181.56
P581,A,384.17
P581,B,395.7
P581,C,407.57
P581,D,419.8
P581,E,432.39
P581,F,445.36
P581,G,458.72
P581,H,472.48
P582,A,285.66
P582,B,294.23
P582,C,303.06
P582,D,312.15
P582,E,321.51
P582,F,331.16
P582,G,341.09
P582,H,351.32
P583,A,931.57
P583,B,959.52
P583,C,988.31
P583,D,1017.96
P583,E,1048.5
P583,F,1079.96
P583,G,1112.36
P583,H,1145.73
P584,A,647.9
P584,B,667.34
P584,C,687.36
P584,D,707.98
P584,E,729.22
P584,F,751.1
P584,G,773.63
P584,H,796.84
P585,A,602.01
P585,B,620.07
P585,C,638.67
P585,D,657.83
P585,E,677.56
P585,F,697.89
P585,G,718.83
P585,H,740.39
P586,A,910.49
P586,B,937.8
P586,C,965.93
P586,D,994.91
P586,E,1024.76
P586,F,1055.5
P586,G,1087.17
P586,H,1119.79
P587,A,132.17
P587,B,136.14
P587,C,140.22
P587,D,144.43
P587,E,148.76
P587,F,153.22
P587,G,157.82
P587,H,162.55
P588,A,785.79
P588,B,809.36
P588,C,833.64
P588,D,858.65
P588,E,884.41
P588,F,910.94
P588,G,938.27
P588,H,966.42
P589,A,498.31
P589,B,513.26
P589,C,528.66
P589,D,544.52
P589,E,560.86
P589,F,577.69
P589,G,595.02
P589,H,612.87
P590,A,11.44
P590,B,11.78
P590,C,12.13
P590,D,12.49
P590,E,12.86
P590,F,13.25
P590,G,13.65
P590,H,14.06
P591,A,191.41
P591,B,197.15
P591,C,203.06
P591,D,209.15
P591,E,215.42
P591,F,221.88
P591,G,228.54
P591,H,235.4
P592,A,713.6
P592,B,735.01
P592,C,757.06
P592,D,779.77
P592,E,803.16
P592,F,827.25
P592,G,852.07
P592,H,877.63
P593,A,563.81
P593,B,580.72
P593,C,598.14
P593,D,616.08
P593,E,634.56
P593,F,653.6
P593,G,673.21
P593,H,693.41
P594,A,474.54
P594,B,488.78
P594,C,503.44
P594,D,518.54
P594,E,534.1
P594,F,550.12
P594,G,566.62
P594,H,583.62
P595,A,649.8
P595,B,669.29
P595,C,689.37
P595,D,710.05
P595,E,731.35
P595,F,753.29
P595,G,775.89
P595,H,799.17
P596,A,380.79
P596,B,392.21
P596,C,403.98
P596,D,416.1
P596,E,428.58
P596,F,441.44
P596,G,454.68
P596,H,468.32
P597,A,64.3
P597,B,66.23
P597,C,68.22
P597,D,70.27
P597,E,72.38
P597,F,74.55
P597,G,76.79
P597,H,79.09
P598,A,483.65
P598,B,498.16
P598,C,513.1
P598,D,528.49
P598,E,544.34
P598,F,560.67
P598,G,577.49
P598,H,594.81
P599,A,385.16
P599,B,396.71
P599,C,408.61
P599,D,420.87
P599,E,433.5
P599,F,446.51
P599,G,459.91
P599,H,473.71
P600,A,823.69
P600,B,848.4
P600,C,873.85
P600,D,900.07
P600,E,927.07
P600,F,954.88
P600,G,983.53
P600,H,1013.04
P601,A,245.37
P601,B,252.73
P601,C,260.31
P601,D,268.12
P601,E,276.16
P601,F,284.44
P601,G,292.97
P601,H,301.76
P602,A,944.96
P602,B,973.31
P602,C,1002.51
P602,D,1032.59
P602,E,1063.57
P602,F,1095.48
P602,G,1128.34
P602,H,1162.19
P603,A,668.02
P603,B,688.06
P603,C,708.7
P603,D,729.96
P603,E,751.86
P603,F,774.42
P603,G,797.65
P603,H,821.58
P604,A,590.55
P604,B,608.27
P604,C,626.52
P604,D,645.32
P604,E,664.68
P604,F,684.62
P604,G,705.16
P604,H,726.31
P605,A,436.5
P605,B,449.6
P605,C,463.09
P605,D,476.98
P605,E,491.29
P605,F,506.03
P605,G,521.21
P605,H,536.85
P606,A,689.9
P606,B,710.6
P606,C,731.92
P606,D,753.88
P606,E,776.5
P606,F,799.8
P606,G,823.79
P606,H,848.5
P607,A,732.76
P607,B,754.74
P607,C,777.38
P607,D,800.7
P607,E,824.72
P607,F,849.46
P607,G,874.94
P607,H,901.19
P608,A,522.29
P608,B,537.96
P608,C,554.1
P608,D,570.72
P608,E,587.84
P608,F,605.48
P608,G,623.64
P608,H,642.35
P609,A,454.07
P609,B,467.69
P609,C,481.72
P609,D,496.17
P609,E,511.06
P609,F,526.39
P609,G,542.18
P609,H,558.45
P610,A,162.51
P610,B,167.39
P610,C,172.41
P610,D,177.58
P610,E,182.91
P610,F,188.4
P610,G,194.05
P610,H,199.87
P611,A,168.16
P611,B,173.2
P611,C,178.4
P611,D,183.75
P611,E,189.26
P611,F,194.94
P611,G,200.79
P611,H,206.81
P612,A,454.43
P612,B,468.06
P612,C,482.1
P612,D,496.56
P612,E,511.46
P612,F,526.8
P612,G,542.6
P612,H,558.88
P613,A,297.58
P613,B,306.51
P613,C,315.71
P613,D,325.18
P613,E,334.94
P613,F,344.99
P613,G,355.34
P613,H,366
P614,A,348.22
P614,B,358.67
P614,C,369.43
P614,D,380.51
P614,E,391.93
P614,F,403.69
P614,G,415.8
P614,H,428.27
P615,A,977.66
P615,B,1006.99
P615,C,1037.2
P615,D,1068.32
P615,E,1100.37
P615,F,1133.38
P615,G,1167.38
P615,H,1202.4
P616,A,787.05
P616,B,810.66
P616,C,834.98
P616,D,860.03
P616,E,885.83
P616,F,912.4
P616,G,939.77
P616,H,967.96
P617,A,652.73
P617,B,672.31
P617,C,692.48
P617,D,713.25
P617,E,734.65
P617,F,756.69
P617,G,779.39
P617,H,802.77
P618,A,719.28
P618,B,740.86
P618,C,763.09
P618,D,785.98
P618,E,809.56
P618,F,833.85
P618,G,858.87
P618,H,884.64
P619,A,652.11
P619,B,671.67
P619,C,691.82
P619,D,712.57
P619,E,733.95
P619,F,755.97
P619,G,778.65
P619,H,802.01
P620,A,597.67
P620,B,615.6
P620,C,634.07
P620,D,653.09
P620,E,672.68
P620,F,692.86
P620,G,713.65
P620,H,735.06
P621,A,132.09
P621,B,136.05
P621,C,140.13
P621,D,144.33
P621,E,148.66
P621,F,153.12
P621,G,157.71
P621,H,162.44
P622,A,457.9
P622,B,471.64
P622,C,485.79
P622,D,500.36
P622,E,515.37
P622,F,530.83
P622,G,546.75
P622,H,563.15
P623,A,175.62
P623,B,180.89
P623,C,186.32
P623,D,191.91
P623,E,197.67
P623,F,203.6
P623,G,209.71
P623,H,216
P624,A,948.87
P624,B,977.34
P624,C,1006.66
P624,D,1036.86
P624,E,1067.97
P624,F,1100.01
P624,G,1133.01
P624,H,1167
P625,A,662.39
P625,B,682.26
P625,C,702.73
P625,D,723.81
P625,E,745.52
P625,F,767.89
P625,G,790.93
P625,H,814.66
P626,A,517.15
P626,B,532.66
P626,C,548.64
P626,D,565.1
P626,E,582.05
P626,F,599.51
P626,G,617.5
P626,H,636.03
P627,A,542.22
P627,B,558.49
P627,C,575.24
P627,D,592.5
P627,E,610.28
P627,F,628.59
P627,G,647.45
P627,H,666.87
P628,A,971.41
P628,B,1000.55
P628,C,1030.57
P628,D,1061.49
P628,E,1093.33
P628,F,1126.13
P628,G,1159.91
P628,H,1194.71
P629,A,794.32
P629,B,818.15
P629,C,842.69
P629,D,867.97
P629,E,894.01
P629,F,920.83
P629,G,948.45
P629,H,976.9
P630,A,72.24
P630,B,74.41
P630,C,76.64
P630,D,78.94
P630,E,81.31
P630,F,83.75
P630,G,86.26
P630,H,88.85
P631,A,789.16
P631,B,812.83
P631,C,837.21
P631,D,862.33
P631,E,888.2
P631,F,914.85
P631,G,942.3
P631,H,970.57
P632,A,381.79
P632,B,393.24
P632,C,405.04
P632,D,417.19
P632,E,429.71
P632,F,442.6
P632,G,455.88
P632,H,469.56
P633,A,881.1
P633,B,907.53
P633,C,934.76
P633,D,962.8
P633,E,991.68
P633,F,1021.43
P633,G,1052.07
P633,H,1083.63
P634,A,438.55
P634,B,451.71
P634,C,465.26
P634,D,479.22
P634,E,493.6
P634,F,508.41
P634,G,523.66
P634,H,539.37
P635,A,59.55
P635,B,61.34
P635,C,63.18
P635,D,65.08
P635,E,67.03
P635,F,69.04
P635,G,71.11
P635,H,73.24
P636,A,808.64
P636,B,832.9
P636,C,857.89
P636,D,883.63
P636,E,910.14
P636,F,937.44
P636,G,965.56
P636,H,994.53
P637,A,575.92
P637,B,593.2
P637,C,611
P637,D,629.33
P637,E,648.21
P637,F,667.66
P637,G,687.69
P637,H,708.32
P638,A,853.44
P638,B,879.04
P638,C,905.41
P638,D,932.57
P638,E,960.55
P638,F,989.37
P638,G,1019.05
P638,H,1049.62
P639,A,634.65
P639,B,653.69
P639,C,673.3
P639,D,693.5
P639,E,714.31
P639,F,735.74
P639,G,757.81
P639,H,780.54
P640,A,924.16
P640,B,951.88
P640,C,980.44
P640,D,1009.85
P640,E,1040.15
P640,F,1071.35
P640,G,1103.49
P640,H,1136.59
P641,A,761.2
P641,B,784.04
P641,C,807.56
P641,D,831.79
P641,E,856.74
P641,F,882.44
P641,G,908.91
P641,H,936.18
P642,A,240.33
P642,B,247.54
P642,C,254.97
P642,D,262.62
P642,E,270.5
P642,F,278.62
P642,G,286.98
P642,H,295.59
P643,A,524.67
P643,B,540.41
P643,C,556.62
P643,D,573.32
P643,E,590.52
P643,F,608.24
P643,G,626.49
P643,H,645.28
P644,A,495.54
P644,B,510.41
P644,C,525.72
P644,D,541.49
P644,E,557.73
P644,F,574.46
P644,G,591.69
P644,H,609.44
P645,A,807.01
P645,B,831.22
P645,C,856.16
P645,D,881.84
P645,E,908.3
P645,F,935.55
P645,G,963.62
P645,H,992.53
P646,A,329.36
P646,B,339.24
P646,C,349.42
P646,D,359.9
P646,E,370.7
P646,F,381.82
P646,G,393.27
P646,H,405.07
P647,A,64.84
P647,B,66.79
P647,C,68.79
P647,D,70.85
P647,E,72.98
P647,F,75.17
P647,G,77.43
P647,H,79.75
P648,A,527
P648,B,542.81
P648,C,559.09
P648,D,575.86
P648,E,593.14
P648,F,610.93
P648,G,629.26
P648,H,648.14
P649,A,181.97
P649,B,187.43
P649,C,193.05
P649,D,198.84
P649,E,204.81
P649,F,210.95
P649,G,217.28
P649,H,223.8
P650,A,103.09
P650,B,106.18
P650,C,109.37
P650,D,112.65
P650,E,116.03
P650,F,119.51
P650,G,123.1
P650,H,126.79
P651,A,78.39
P651,B,80.74
P651,C,83.16
P651,D,85.65
P651,E,88.22
P651,F,90.87
P651,G,93.6
P651,H,96.41
P652,A,832.61
P652,B,857.59
P652,C,883.32
P652,D,909.82
P652,E,937.11
P652,F,965.22
P652,G,994.18
P652,H,1024.01
P653,A,492.31
P653,B,507.08
P653,C,522.29
P653,D,537.96
P653,E,554.1
P653,F,570.72
P653,G,587.84
P653,H,605.48
P654,A,983.77
P654,B,1013.28
P654,C,1043.68
P654,D,1074.99
P654,E,1107.24
P654,F,1140.46
P654,G,1174.67
P654,H,1209.91
P655,A,536.02
P655,B,552.1
P655,C,568.66
P655,D,585.72
P655,E,603.29
P655,F,621.39
P655,G,640.03
P655,H,659.23
P656,A,536.16
P656,B,552.24
P656,C,568.81
P656,D,585.87
P656,E,603.45
P656,F,621.55
P656,G,640.2
P656,H,659.41
P657,A,109.78
P657,B,113.07
P657,C,116.46
P657,D,119.95
P657,E,123.55
P657,F,127.26
P657,G,131.08
P657,H,135.01
P658,A,607.8
P658,B,626.03
P658,C,644.81
P658,D,664.15
P658,E,684.07
P658,F,704.59
P658,G,725.73
P658,H,747.5
P659,A,619.82
P659,B,638.41
P659,C,657.56
P659,D,677.29
P659,E,697.61
P659,F,718.54
P659,G,740.1
P659,H,762.3
P660,A,805.22
P660,B,829.38
P660,C,854.26
P660,D,879.89
P660,E,906.29
P660,F,933.48
P660,G,961.48
P660,H,990.32
P661,A,784.65
P661,B,808.19
P661,C,832.44
P661,D,857.41
P661,E,883.13
P661,F,909.62
P661,G,936.91
P661,H,965.02
P662,A,773.36
P662,B,796.56
P662,C,820.46
P662,D,845.07
P662,E,870.42
P662,F,896.53
P662,G,923.43
P662,H,951.13
P663,A,383.83
P663,B,395.34
P663,C,407.2
P663,D,419.42
P663,E,432
P663,F,444.96
P663,G,458.31
P663,H,472.06
P664,A,118.7
P664,B,122.26
P664,C,125.93
P664,D,129.71
P664,E,133.6
P664,F,137.61
P664,G,141.74
P664,H,145.99
P665,A,433.56
P665,B,446.57
P665,C,459.97
P665,D,473.77
P665,E,487.98
P665,F,502.62
P665,G,517.7
P665,H,533.23
P666,A,859.01
P666,B,884.78
P666,C,911.32
P666,D,938.66
P666,E,966.82
P666,F,995.82
P666,G,1025.69
P666,H,1056.46
P667,A,995.65
P667,B,1025.52
P667,C,1056.29
P667,D,1087.98
P667,E,1120.62
P667,F,1154.24
P667,G,1188.87
P667,H,1224.54
P668,A,300.13
P668,B,309.13
P668,C,318.4
P668,D,327.95
P668,E,337.79
P668,F,347.92
P668,G,358.36
P668,H,369.11
P669,A,955.31
P669,B,983.97
P669,C,1013.49
P669,D,1043.89
P669,E,1075.21
P669,F,1107.47
P669,G,1140.69
P669,H,1174.91
P670,A,499.33
P670,B,514.31
P670,C,529.74
P670,D,545.63
P670,E,562
P670,F,578.86
P670,G,596.23
P670,H,614.12
P671,A,282.1
P671,B,290.56
P671,C,299.28
P671,D,308.26
P671,E,317.51
P671,F,327.04
P671,G,336.85
P671,H,346.96
P672,A,73.1
P672,B,75.29
P672,C,77.55
P672,D,79.88
P672,E,82.28
P672,F,84.75
P672,G,87.29
P672,H,89.91
P673,A,842.53
P673,B,867.81
P673,C,893.84
P673,D,920.66
P673,E,948.28
P673,F,976.73
P673,G,1006.03
P673,H,1036.21
P674,A,228.18
P674,B,235.03
P674,C,242.08
P674,D,249.34
P674,E,256.82
P674,F,264.52
P674,G,272.46
P674,H,280.63
P675,A,210.88
P675,B,217.21
P675,C,223.73
P675,D,230.44
P675,E,237.35
P675,F,244.47
P675,G,251.8
P675,H,259.35
P676,A,361.57
P676,B,372.42
P676,C,383.59
P676,D,395.1
P676,E,406.95
P676,F,419.16
